UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
2246,4,2124,15,6,265,"2,227",9,19977,2017-04-20,32211,31703,235,UA,LAS,"Las Vegas, NV",NV,EWR,"Newark, NJ",NJ,,-33
2247,4,1835,9,17,153,879,4,19393,2017-04-06,30194,30466,44,WN,DAL,"Dallas, TX",TX,PHX,"Phoenix, AZ",AZ,,61
2248,1,800,11,5,118,846,4,19393,2017-04-03,32575,30325,37,WN,SNA,"Santa Ana, CA",CA,DEN,"Denver, CO",CO,,-10
2249,3,620,12,3,122,717,3,19977,2017-04-12,33667,30977,825,UA,ORF,"Norfolk, VA",VA,ORD,"Chicago, IL",IL,,-31
2250,6,1715,6,5,69,447,2,19790,2017-04-08,31066,30397,2606,DL,CMH,"Columbus, OH",OH,ATL,"Atlanta, GA",GA,,143
2252,6,1515,35,8,191,"1,199",5,19790,2017-04-01,30325,30397,2199,DL,DEN,"Denver, CO",CO,ATL,"Atlanta, GA",GA,,9
2253,7,2020,11,18,201,"1,246",5,19393,2017-04-02,30194,32575,5754,WN,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,8
2254,6,525,10,3,133,996,4,20304,2017-04-22,31603,30325,5297,OO,EUG,"Eugene, OR",OR,DEN,"Denver, CO",CO,,385
2255,2,1040,22,5,91,329,2,20304,2017-04-25,32457,33264,5455,OO,SFO,"San Francisco, CA",CA,MFR,"Medford, OR",OR,,2
2257,6,650,16,10,106,526,3,19393,2017-04-15,30198,30397,2495,WN,PIT,"Pittsburgh, PA",PA,ATL,"Atlanta, GA",GA,,-11
2260,7,1617,24,8,114,411,2,20304,2017-04-16,34696,31650,4727,OO,SBN,"South Bend, IN",IN,MSP,"Minneapolis, MN",MN,,-2
2261,6,515,10,6,40,102,1,19690,2017-04-29,32134,32982,103,HA,HNL,"Honolulu, HI",HI,LIH,"Lihue, HI",HI,,-3
2263,4,1230,15,4,135,731,3,19790,2017-04-27,30397,30194,1171,DL,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,,-3
2264,1,1545,14,4,86,447,2,19393,2017-04-03,32457,33570,4688,WN,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,,2
2265,3,1415,20,10,163,667,3,20366,2017-04-26,31123,31453,4396,EV,STL,"St. Louis, MO",MO,IAH,"Houston, TX",TX,,21
2266,6,1125,8,4,81,452,2,19393,2017-04-15,30852,34321,690,WN,BWI,"Baltimore, MD",MD,PWM,"Portland, ME",ME,,14
2267,5,1550,34,8,87,200,1,20409,2017-04-07,30721,31703,2579,B6,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,,14
2268,3,1024,13,14,299,"2,248",9,19790,2017-04-05,32211,31703,4,DL,LAS,"Las Vegas, NV",NV,JFK,"New York, NY",NY,,29
2269,5,625,13,6,156,"1,121",5,19805,2017-04-07,30194,32467,2336,AA,DFW,"Dallas/Fort Worth, TX",TX,MIA,"Miami, FL",FL,,-10
2270,1,2055,12,3,108,714,3,19790,2017-04-17,30397,30434,828,DL,ATL,"Atlanta, GA",GA,AVP,"Scranton/Wilkes-Barre, PA",PA,,-16
2271,3,1245,14,8,162,"1,189",5,20416,2017-04-12,31454,34819,801,NK,MCO,"Orlando, FL",FL,SJU,"San Juan, PR",PR,,-7
2272,4,2010,12,7,94,502,3,19790,2017-04-06,31703,31295,874,DL,LGA,"New York, NY",NY,DTW,"Detroit, MI",MI,,244
2273,2,640,15,9,247,"1,829",8,19977,2017-04-04,32457,30977,1280,UA,SJC,"San Jose, CA",CA,ORD,"Chicago, IL",IL,,-3
2274,3,520,10,4,79,406,2,19790,2017-04-12,33195,30397,2323,DL,TPA,"Tampa, FL",FL,ATL,"Atlanta, GA",GA,,-13
2275,7,805,16,11,317,"2,565",11,21171,2017-04-23,32457,31703,174,VX,SFO,"San Francisco, CA",CA,EWR,"Newark, NJ",NJ,,-12
2276,4,700,17,22,366,"2,475",10,19805,2017-04-06,31703,32575,33,AA,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,-24
2277,5,839,10,7,55,204,1,19805,2017-04-21,33195,32467,1394,AA,TPA,"Tampa, FL",FL,MIA,"Miami, FL",FL,,-19
2278,7,1209,13,4,46,151,1,19790,2017-04-23,30397,30255,913,DL,ATL,"Atlanta, GA",GA,HSV,"Huntsville, AL",AL,,-18
2279,7,1540,20,3,65,204,1,19805,2017-04-30,32467,33195,565,AA,MIA,"Miami, FL",FL,TPA,"Tampa, FL",FL,,31
2280,3,1908,33,21,84,122,1,20304,2017-04-26,30469,30977,2918,OO,AZO,"Kalamazoo, MI",MI,ORD,"Chicago, IL",IL,,3
2281,5,1120,12,8,168,"1,121",5,19790,2017-04-28,31454,30721,124,DL,MCO,"Orlando, FL",FL,BOS,"Boston, MA",MA,,-16
2282,4,1625,6,7,33,102,1,19690,2017-04-06,32982,32134,354,HA,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,,-7
2283,3,1150,16,4,104,566,3,20304,2017-04-26,30977,30990,3111,OO,ORD,"Chicago, IL",IL,CHO,"Charlottesville, VA",VA,,-7
2284,6,1153,6,6,49,216,1,19690,2017-04-22,32402,32134,511,HA,ITO,"Hilo, HI",HI,HNL,"Honolulu, HI",HI,,-11
2286,7,940,13,5,61,226,1,19393,2017-04-23,30977,31267,5403,WN,MDW,"Chicago, IL",IL,DAY,"Dayton, OH",OH,,0
2287,7,1803,14,9,157,"1,050",5,20409,2017-04-23,31454,30529,138,B6,MCO,"Orlando, FL",FL,BDL,"Hartford, CT",CT,,-13
2288,6,1755,26,6,78,270,2,19393,2017-04-08,31136,30397,2581,WN,JAX,"Jacksonville, FL",FL,ATL,"Atlanta, GA",GA,,12
2289,7,1045,22,6,174,"1,038",5,19805,2017-04-09,34100,33198,1983,AA,PHL,"Philadelphia, PA",PA,MCI,"Kansas City, MO",MO,,-19
2290,6,1600,22,4,100,599,3,20304,2017-04-22,32457,34614,5465,OO,SFO,"San Francisco, CA",CA,SLC,"Salt Lake City, UT",UT,,106
2292,6,1030,21,13,148,861,4,19805,2017-04-15,34100,31454,1746,AA,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,,-8
2293,1,715,15,4,69,283,2,19393,2017-04-10,30852,30529,246,WN,BWI,"Baltimore, MD",MD,BDL,"Hartford, CT",CT,,-10
2294,3,1801,14,6,107,651,3,19977,2017-04-26,32457,30466,781,UA,SFO,"San Francisco, CA",CA,PHX,"Phoenix, AZ",AZ,,-9
2295,4,955,18,9,278,"1,969",8,19790,2017-04-06,34614,31703,1724,DL,SLC,"Salt Lake City, UT",UT,EWR,"Newark, NJ",NJ,,13
2296,2,1950,16,7,167,"1,107",5,19930,2017-04-11,30559,30466,622,AS,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,,1
2297,6,1654,13,5,90,532,3,20304,2017-04-08,33192,34614,4544,OO,SMF,"Sacramento, CA",CA,SLC,"Salt Lake City, UT",UT,,-16
2298,1,910,13,8,163,"1,023",5,20409,2017-04-17,34027,31703,644,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,EWR,"Newark, NJ",NJ,,-9
2299,7,1049,15,7,111,640,3,19790,2017-04-02,31986,30397,1367,DL,GRR,"Grand Rapids, MI",MI,ATL,"Atlanta, GA",GA,,-19
2300,4,1915,14,6,87,363,2,20304,2017-04-20,32575,32457,5059,OO,ONT,"Ontario, CA",CA,SFO,"San Francisco, CA",CA,,0
2301,3,1515,12,4,158,990,4,19393,2017-04-12,31454,30977,1123,WN,MCO,"Orlando, FL",FL,MDW,"Chicago, IL",IL,,-12
2302,7,1900,12,4,81,419,2,20366,2017-04-23,31703,30647,5138,EV,LGA,"New York, NY",NY,CLE,"Cleveland, OH",OH,,185
2303,4,2025,17,27,174,954,4,19790,2017-04-13,30559,32575,1279,DL,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,9
2305,2,2240,10,6,49,228,1,19393,2017-04-11,30977,31295,949,WN,MDW,"Chicago, IL",IL,DTW,"Detroit, MI",MI,,16
2306,3,1515,14,3,392,"2,688",11,19790,2017-04-19,30559,32758,1096,DL,SEA,"Seattle, WA",WA,KOA,"Kona, HI",HI,,7
2307,6,1700,29,10,208,"1,250",6,20304,2017-04-29,30977,34614,3079,OO,ORD,"Chicago, IL",IL,SLC,"Salt Lake City, UT",UT,,13
2308,6,1010,9,7,99,533,3,19393,2017-04-08,33198,30325,2398,WN,MCI,"Kansas City, MO",MO,DEN,"Denver, CO",CO,,3
2309,1,1010,21,4,67,204,1,19930,2017-04-24,30073,30107,55,AS,SCC,"Deadhorse, AK",AK,BRW,"Barrow, AK",AK,,4
2310,3,1330,25,3,114,639,3,19977,2017-04-05,30436,30325,472,UA,TUS,"Tucson, AZ",AZ,DEN,"Denver, CO",CO,,-10
2311,7,1003,38,5,99,370,2,19805,2017-04-02,30466,32575,447,AA,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,,17
2312,6,1020,12,4,45,152,1,20366,2017-04-29,30397,35412,5154,EV,ATL,"Atlanta, GA",GA,TYS,"Knoxville, TN",TN,,-18
2313,7,1015,7,5,154,"1,204",5,19393,2017-04-09,30257,32467,3932,WN,ALB,"Albany, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-27
2315,6,1020,16,4,162,972,4,20409,2017-04-01,31454,31703,94,B6,MCO,"Orlando, FL",FL,HPN,"White Plains, NY",NY,,-4
2316,7,838,33,7,114,588,3,19977,2017-04-02,30977,30852,632,UA,ORD,"Chicago, IL",IL,IAD,"Washington, DC",VA,,-2
2317,4,1100,53,8,145,544,3,20366,2017-04-13,31703,31057,5308,EV,LGA,"New York, NY",NY,CLT,"Charlotte, NC",NC,,-1
2318,7,700,20,9,144,850,4,20304,2017-04-09,32575,30325,5202,OO,BUR,"Burbank, CA",CA,DEN,"Denver, CO",CO,,-13
2319,7,1638,45,3,207,"1,029",5,19790,2017-04-16,31703,31650,2800,DL,JFK,"New York, NY",NY,MSP,"Minneapolis, MN",MN,,27
2320,6,1110,12,9,156,946,4,20366,2017-04-08,33244,31703,4265,EV,MEM,"Memphis, TN",TN,EWR,"Newark, NJ",NJ,,-16
2321,4,2135,13,9,95,550,3,19930,2017-04-27,34057,32457,384,AS,PDX,"Portland, OR",OR,SFO,"San Francisco, CA",CA,,-19
2322,3,717,15,6,199,"1,158",5,19805,2017-04-05,34524,30194,2314,AA,RIC,"Richmond, VA",VA,DFW,"Dallas/Fort Worth, TX",TX,,-15
2323,6,850,28,6,96,419,2,20366,2017-04-01,30647,31703,5116,EV,CLE,"Cleveland, OH",OH,LGA,"New York, NY",NY,,182
2325,5,1630,16,3,62,285,2,20366,2017-04-21,30194,30185,2788,EV,DFW,"Dallas/Fort Worth, TX",TX,AEX,"Alexandria, LA",LA,,-9
2326,6,1000,13,12,59,157,1,20304,2017-04-01,31823,30977,5112,OO,FWA,"Fort Wayne, IN",IN,ORD,"Chicago, IL",IL,,-12
2327,3,1630,18,9,149,888,4,19977,2017-04-05,30977,30325,1100,UA,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,,-12
2328,7,1931,14,6,42,100,1,19690,2017-04-09,32134,33830,176,HA,HNL,"Honolulu, HI",HI,OGG,"Kahului, HI",HI,,0
2329,2,1625,12,12,104,545,3,19790,2017-04-18,34027,30397,768,DL,PBI,"West Palm Beach/Palm Beach, FL",FL,ATL,"Atlanta, GA",GA,,-20
2330,7,950,14,7,157,"1,087",5,19790,2017-04-23,34614,33214,696,DL,SLC,"Salt Lake City, UT",UT,SAT,"San Antonio, TX",TX,,-10
2331,5,1115,10,6,132,980,4,19805,2017-04-21,31650,34100,471,AA,MSP,"Minneapolis, MN",MN,PHL,"Philadelphia, PA",PA,,-23
2332,5,655,11,4,55,237,1,19393,2017-04-07,34653,30194,633,WN,TUL,"Tulsa, OK",OK,DAL,"Dallas, TX",TX,,-4
2333,1,1310,23,5,101,414,2,21171,2017-04-17,32211,32457,251,VX,LAS,"Las Vegas, NV",NV,SFO,"San Francisco, CA",CA,,63
2335,3,1400,33,6,198,"1,197",5,20409,2017-04-26,34027,30721,222,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,BOS,"Boston, MA",MA,,50
2336,6,1055,11,3,606,"4,502",11,19790,2017-04-08,30397,32134,837,DL,ATL,"Atlanta, GA",GA,HNL,"Honolulu, HI",HI,,-5
2337,3,2125,11,4,179,"1,237",5,20409,2017-04-19,32467,30721,2170,B6,FLL,"Fort Lauderdale, FL",FL,BOS,"Boston, MA",MA,,-4
2338,6,1020,12,6,85,472,2,19393,2017-04-22,30325,33316,2456,WN,DEN,"Denver, CO",CO,OMA,"Omaha, NE",NE,,5
2339,2,840,17,3,97,528,3,19393,2017-04-25,30397,30647,1918,WN,ATL,"Atlanta, GA",GA,CAK,"Akron, OH",OH,,-7
2340,3,1210,18,11,122,606,3,19790,2017-04-26,30977,30397,972,DL,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,,-6
2341,5,1452,17,4,156,"1,065",5,20409,2017-04-14,31703,32467,205,B6,EWR,"Newark, NJ",NJ,FLL,"Fort Lauderdale, FL",FL,,-9
2342,3,1254,120,10,234,575,3,19805,2017-04-05,31123,31057,1843,AA,STL,"St. Louis, MO",MO,CLT,"Charlotte, NC",NC,,126
2343,5,1500,16,6,174,"1,107",5,19805,2017-04-07,30559,30466,1355,AA,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,,39
2344,6,940,10,7,184,"1,107",5,19930,2017-04-01,30466,30559,625,AS,PHX,"Phoenix, AZ",AZ,SEA,"Seattle, WA",WA,,8
2345,7,1043,11,3,80,447,2,19977,2017-04-02,32457,33570,1900,UA,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,,67
2346,5,1125,10,5,184,"1,476",6,20436,2017-04-28,30325,30852,718,F9,DEN,"Denver, CO",CO,DCA,"Washington, DC",VA,,-38
2349,6,1225,14,13,234,"1,481",6,19790,2017-04-01,31295,34614,1882,DL,DTW,"Detroit, MI",MI,SLC,"Salt Lake City, UT",UT,,-5
2351,4,1355,10,9,65,236,1,19393,2017-04-27,32211,32575,1409,WN,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,-1
2352,5,1616,11,5,232,"1,482",6,20304,2017-04-21,33198,34057,3383,OO,MCI,"Kansas City, MO",MO,PDX,"Portland, OR",OR,,-12
2353,5,1145,20,3,219,"1,448",6,19790,2017-04-28,30559,30299,2855,DL,SEA,"Seattle, WA",WA,ANC,"Anchorage, AK",AK,,-7
2354,5,852,12,7,107,577,3,19790,2017-04-07,30397,30852,2525,DL,ATL,"Atlanta, GA",GA,BWI,"Baltimore, MD",MD,,202
2355,2,1615,10,8,221,"1,452",6,19977,2017-04-11,30852,30325,542,UA,IAD,"Washington, DC",VA,DEN,"Denver, CO",CO,,-22
2356,7,1725,7,4,162,"1,147",5,19393,2017-04-02,31986,31714,4301,WN,GRR,"Grand Rapids, MI",MI,RSW,"Fort Myers, FL",FL,,-18
2357,4,750,24,6,286,"1,916",8,19805,2017-04-20,31057,32211,658,AA,CLT,"Charlotte, NC",NC,LAS,"Las Vegas, NV",NV,,-10
2358,4,820,18,10,84,343,2,20304,2017-04-27,30647,30977,2919,OO,CAK,"Akron, OH",OH,ORD,"Chicago, IL",IL,,-18
2359,5,2205,13,6,93,446,2,19393,2017-04-28,33570,32457,1534,WN,SAN,"San Diego, CA",CA,OAK,"Oakland, CA",CA,,2
2360,2,1352,9,7,136,894,4,20416,2017-04-11,30647,33195,273,NK,CAK,"Akron, OH",OH,TPA,"Tampa, FL",FL,,-12
2361,5,1745,10,6,145,973,4,19393,2017-04-14,30194,31454,414,WN,DAL,"Dallas, TX",TX,MCO,"Orlando, FL",FL,,-3
2364,6,2230,19,4,42,86,1,20304,2017-04-15,32457,33192,5096,OO,SFO,"San Francisco, CA",CA,SMF,"Sacramento, CA",CA,,-18
2365,6,1600,9,4,50,226,1,19393,2017-04-01,32211,32575,5280,WN,LAS,"Las Vegas, NV",NV,SNA,"Santa Ana, CA",CA,,-17
2366,4,1600,9,5,110,668,3,19393,2017-04-06,30977,34100,1479,WN,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,,12
2367,7,1825,22,4,159,"1,061",5,19805,2017-04-02,30194,34492,1207,AA,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,,43
2369,5,645,17,6,81,342,2,20304,2017-04-21,32457,32575,3400,OO,SJC,"San Jose, CA",CA,SNA,"Santa Ana, CA",CA,,-9
2370,7,1925,9,15,113,500,3,19805,2017-04-23,31295,31057,2038,AA,DTW,"Detroit, MI",MI,CLT,"Charlotte, NC",NC,,3
2371,2,1920,7,15,74,338,2,19393,2017-04-25,32575,30466,1428,WN,SNA,"Santa Ana, CA",CA,PHX,"Phoenix, AZ",AZ,,13
2373,4,1450,12,16,331,"2,704",11,20409,2017-04-20,32457,30721,534,B6,SFO,"San Francisco, CA",CA,BOS,"Boston, MA",MA,,-15
2375,3,1950,14,5,158,"1,096",5,19790,2017-04-12,32467,31703,2168,DL,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,,2
2376,3,700,28,3,131,733,3,20304,2017-04-26,30977,31703,5697,OO,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,13
2377,1,1122,13,3,139,874,4,19790,2017-04-24,30397,33214,1790,DL,ATL,"Atlanta, GA",GA,SAT,"San Antonio, TX",TX,,-21
2378,6,2010,17,3,109,621,3,19805,2017-04-22,30466,32457,596,AA,PHX,"Phoenix, AZ",AZ,SJC,"San Jose, CA",CA,,-6
2379,4,1120,8,6,77,377,2,19393,2017-04-20,30721,30852,1497,WN,MHT,"Manchester, NH",NH,BWI,"Baltimore, MD",MD,,-17
2380,3,600,16,5,98,480,2,20304,2017-04-19,33192,33570,3391,OO,SMF,"Sacramento, CA",CA,SAN,"San Diego, CA",CA,,3
2381,3,720,9,10,220,"1,436",6,20436,2017-04-26,34492,30325,565,F9,RDU,"Raleigh/Durham, NC",NC,DEN,"Denver, CO",CO,,-22
2382,4,615,10,4,66,342,2,19393,2017-04-27,33316,31123,1779,WN,OMA,"Omaha, NE",NE,STL,"St. Louis, MO",MO,,-13
2383,3,1932,19,5,146,837,4,19977,2017-04-26,30977,33495,1868,UA,ORD,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,,-4
2385,4,1916,11,11,181,997,4,20409,2017-04-20,33195,31703,2074,B6,TPA,"Tampa, FL",FL,EWR,"Newark, NJ",NJ,,47
2386,7,1255,16,7,118,731,3,19805,2017-04-09,30194,30397,1711,AA,DFW,"Dallas/Fort Worth, TX",TX,ATL,"Atlanta, GA",GA,,-11
2387,4,1620,14,5,109,474,2,20409,2017-04-06,30721,34524,1281,B6,BOS,"Boston, MA",MA,RIC,"Richmond, VA",VA,,30
2388,3,2000,15,11,122,678,3,19805,2017-04-26,34100,30977,1328,AA,PHL,"Philadelphia, PA",PA,ORD,"Chicago, IL",IL,,265
2389,3,1840,19,7,383,"2,717",11,19930,2017-04-26,32467,30559,35,AS,FLL,"Fort Lauderdale, FL",FL,SEA,"Seattle, WA",WA,,-3
2390,3,2026,14,17,72,255,2,19805,2017-04-05,30466,32211,626,AA,PHX,"Phoenix, AZ",AZ,LAS,"Las Vegas, NV",NV,,57
2391,6,600,12,6,73,399,2,20409,2017-04-22,30852,30721,1790,B6,DCA,"Washington, DC",VA,BOS,"Boston, MA",MA,,-18
2392,1,1245,8,6,82,391,2,19393,2017-04-10,30325,34614,952,WN,DEN,"Denver, CO",CO,SLC,"Salt Lake City, UT",UT,,22
2393,4,815,14,8,221,"1,448",6,19930,2017-04-13,30299,30559,104,AS,ANC,"Anchorage, AK",AK,SEA,"Seattle, WA",WA,,11
2394,5,740,18,5,144,908,4,20304,2017-04-21,30559,34689,3434,OO,SEA,"Seattle, WA",WA,SBA,"Santa Barbara, CA",CA,,-13
2395,6,1605,19,19,175,"1,013",5,19805,2017-04-08,32467,34100,196,AA,MIA,"Miami, FL",FL,PHL,"Philadelphia, PA",PA,,5
2396,7,600,16,14,384,"2,565",11,19977,2017-04-02,31703,32457,1483,UA,EWR,"Newark, NJ",NJ,SFO,"San Francisco, CA",CA,,-3
2397,2,830,17,8,62,152,1,19790,2017-04-11,35412,30397,1601,DL,TYS,"Knoxville, TN",TN,ATL,"Atlanta, GA",GA,,-14
2398,1,955,19,4,71,304,2,19805,2017-04-17,33570,30466,1820,AA,SAN,"San Diego, CA",CA,PHX,"Phoenix, AZ",AZ,,-18
2399,7,1528,17,7,134,689,3,20304,2017-04-23,34614,30559,3443,OO,SLC,"Salt Lake City, UT",UT,SEA,"Seattle, WA",WA,,6
2400,5,1650,56,10,103,199,1,20366,2017-04-14,30852,31703,4372,EV,DCA,"Washington, DC",VA,EWR,"Newark, NJ",NJ,,17
2401,7,2240,18,3,287,"2,370",10,19805,2017-04-16,33570,34100,654,AA,SAN,"San Diego, CA",CA,PHL,"Philadelphia, PA",PA,,-23
2402,3,1100,24,4,80,337,2,20304,2017-04-12,32575,32457,4908,OO,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,,61
2403,5,1055,10,14,146,846,4,19393,2017-04-14,30325,32575,4419,WN,DEN,"Denver, CO",CO,SNA,"Santa Ana, CA",CA,,-5
2404,6,1710,11,4,101,677,3,19393,2017-04-01,30615,31453,528,WN,ELP,"El Paso, TX",TX,HOU,"Houston, TX",TX,,-6
2405,5,515,13,7,174,"1,182",5,20416,2017-04-07,30977,32467,409,NK,ORD,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,,20
2406,4,713,11,8,160,"1,026",5,20416,2017-04-20,32467,30647,516,NK,FLL,"Fort Lauderdale, FL",FL,CAK,"Akron, OH",OH,,3
2408,6,1455,9,5,130,928,4,19393,2017-04-29,30423,33195,4139,WN,AUS,"Austin, TX",TX,TPA,"Tampa, FL",FL,,-10
2409,2,1225,20,5,97,521,3,20304,2017-04-25,34252,34614,4774,OO,PSC,"Pasco/Kennewick/Richland, WA",WA,SLC,"Salt Lake City, UT",UT,,-15
2410,1,815,14,7,47,113,1,20304,2017-04-10,30469,31295,4695,OO,AZO,"Kalamazoo, MI",MI,DTW,"Detroit, MI",MI,,-27
2411,4,1940,11,6,175,"1,028",5,20409,2017-04-27,34027,31703,54,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,JFK,"New York, NY",NY,,197
2412,1,838,27,4,73,199,1,20366,2017-04-17,31703,30852,3810,EV,EWR,"Newark, NJ",NJ,DCA,"Washington, DC",VA,,-8
2413,6,1315,10,4,59,251,2,19393,2017-04-08,30977,31123,6462,WN,MDW,"Chicago, IL",IL,STL,"St. Louis, MO",MO,,-7
2414,7,715,14,7,84,373,2,19790,2017-04-09,33105,30397,2830,DL,CVG,"Cincinnati, OH",KY,ATL,"Atlanta, GA",GA,,-18
2416,5,1900,14,10,352,"2,454",10,19977,2017-04-14,31703,32575,1871,UA,EWR,"Newark, NJ",NJ,LAX,"Los Angeles, CA",CA,,295
2417,2,610,7,8,191,"1,235",5,19393,2017-04-11,31453,32211,839,WN,HOU,"Houston, TX",TX,LAS,"Las Vegas, NV",NV,,-9
2418,1,731,12,5,76,373,2,19790,2017-04-10,30397,33105,1148,DL,ATL,"Atlanta, GA",GA,CVG,"Cincinnati, OH",KY,,-10
2419,1,1613,7,5,39,100,1,19690,2017-04-10,33830,32134,335,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,1
2420,2,1850,16,11,128,783,4,19977,2017-04-25,30977,30529,442,UA,ORD,"Chicago, IL",IL,BDL,"Hartford, CT",CT,,6
2421,5,600,26,13,118,501,3,20304,2017-04-07,33290,30977,2956,OO,MHK,"Manhattan/Ft. Riley, KS",KS,ORD,"Chicago, IL",IL,,8
2422,2,1715,13,24,124,576,3,20304,2017-04-25,32389,30325,5708,OO,ISN,"Williston, ND",ND,DEN,"Denver, CO",CO,,-1
2423,5,1755,67,11,187,888,4,20436,2017-04-28,30325,30977,1282,F9,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,28
2424,3,715,21,7,102,369,2,20416,2017-04-12,30721,30852,667,NK,BOS,"Boston, MA",MA,BWI,"Baltimore, MD",MD,,20
2425,3,1725,14,12,106,550,3,19805,2017-04-05,31123,30194,2190,AA,STL,"St. Louis, MO",MO,DFW,"Dallas/Fort Worth, TX",TX,,18
2426,1,1605,16,3,59,196,1,19805,2017-04-24,34100,30529,2072,AA,PHL,"Philadelphia, PA",PA,BDL,"Hartford, CT",CT,,-22
2427,7,1700,7,4,117,781,4,19393,2017-04-09,31453,33195,6648,WN,HOU,"Houston, TX",TX,TPA,"Tampa, FL",FL,,53
2428,7,1005,29,4,81,238,1,20366,2017-04-30,30397,30731,5284,EV,ATL,"Atlanta, GA",GA,BQK,"Brunswick, GA",GA,,3
2429,4,1300,11,16,129,813,4,19805,2017-04-20,30436,30194,1206,AA,TUS,"Tucson, AZ",AZ,DFW,"Dallas/Fort Worth, TX",TX,,-10
2431,3,1710,9,14,117,689,3,19790,2017-04-19,31453,30397,1683,DL,IAH,"Houston, TX",TX,ATL,"Atlanta, GA",GA,,-8
2432,2,1600,17,19,114,502,3,20416,2017-04-11,31295,31703,347,NK,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,,-4
2433,3,1745,14,21,205,"1,276",6,19805,2017-04-12,31650,30466,2519,AA,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,,-4
2434,4,1930,33,8,183,911,4,20304,2017-04-20,30977,30189,5351,OO,ORD,"Chicago, IL",IL,COS,"Colorado Springs, CO",CO,,153
2435,1,1537,23,7,71,192,1,19805,2017-04-17,31454,32467,56,AA,MCO,"Orlando, FL",FL,MIA,"Miami, FL",FL,,4
2436,1,1130,15,16,80,337,2,19393,2017-04-10,32457,32575,1079,WN,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,-11
2437,6,2125,17,7,312,"2,584",11,19977,2017-04-08,32457,32467,449,UA,SFO,"San Francisco, CA",CA,FLL,"Fort Lauderdale, FL",FL,,11
2438,2,2122,16,15,298,"1,947",8,19790,2017-04-25,30397,32575,1128,DL,ATL,"Atlanta, GA",GA,LAX,"Los Angeles, CA",CA,,2
2439,2,1005,10,5,76,392,2,19393,2017-04-18,31123,30928,377,WN,STL,"St. Louis, MO",MO,ICT,"Wichita, KS",KS,,-7
2440,5,1540,17,4,259,"1,749",7,19790,2017-04-14,31295,32211,300,DL,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,,-7
2441,3,550,12,18,96,369,2,20409,2017-04-12,30721,30852,727,B6,BOS,"Boston, MA",MA,BWI,"Baltimore, MD",MD,,-7
2442,4,1745,15,14,233,"1,522",7,19790,2017-04-27,31650,32575,1782,DL,MSP,"Minneapolis, MN",MN,SNA,"Santa Ana, CA",CA,,-19
2444,2,1955,23,4,96,369,2,19393,2017-04-11,30721,30852,1749,WN,BOS,"Boston, MA",MA,BWI,"Baltimore, MD",MD,,-9
2445,6,2239,16,5,76,332,2,19790,2017-04-08,30397,33244,1587,DL,ATL,"Atlanta, GA",GA,MEM,"Memphis, TN",TN,,-1
