UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
2907,5,710,13.0,3.0,121.0,771.0,4,20366,2017-07-14,31453,35412,4093,EV,IAH,"Houston, TX",TX,TYS,"Knoxville, TN",TN,,-22.0
2908,6,1355,15.0,3.0,110.0,563.0,3,20304,2017-07-29,30325,30615,5304,OO,DEN,"Denver, CO",CO,ELP,"El Paso, TX",TX,,5.0
2909,4,1755,44.0,3.0,146.0,445.0,2,20366,2017-07-27,31703,31995,3908,EV,EWR,"Newark, NJ",NJ,GSO,"Greensboro/High Point, NC",NC,,34.0
2910,2,920,12.0,4.0,173.0,1222.0,5,19977,2017-07-11,32211,31453,704,UA,LAS,"Las Vegas, NV",NV,IAH,"Houston, TX",TX,,-16.0
2911,5,1923,7.0,6.0,35.0,102.0,1,19690,2017-07-07,32982,32134,164,HA,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,,-2.0
2912,3,530,17.0,8.0,138.0,862.0,4,19977,2017-07-05,31453,30325,1771,UA,IAH,"Houston, TX",TX,DEN,"Denver, CO",CO,,-13.0
2913,6,2004,18.0,7.0,167.0,1028.0,5,20409,2017-07-01,34027,31703,454,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,JFK,"New York, NY",NY,,91.0
2914,3,1005,18.0,8.0,68.0,226.0,1,19790,2017-07-05,30397,31057,2251,DL,ATL,"Atlanta, GA",GA,CLT,"Charlotte, NC",NC,,-11.0
2916,7,1530,21.0,7.0,80.0,284.0,2,20304,2017-07-09,31650,31898,4751,OO,MSP,"Minneapolis, MN",MN,GFK,"Grand Forks, ND",ND,,-5.0
2917,6,1735,18.0,15.0,191.0,1235.0,5,19805,2017-07-15,30194,32575,71,AA,DFW,"Dallas/Fort Worth, TX",TX,LAX,"Los Angeles, CA",CA,,-10.0
2918,6,650,12.0,6.0,133.0,764.0,4,19393,2017-07-15,31703,30693,3398,WN,LGA,"New York, NY",NY,BNA,"Nashville, TN",TN,,5.0
2919,7,2015,,,,529.0,3,19805,2017-07-23,31057,31703,1851,AA,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,,
2920,6,1732,16.0,17.0,322.0,2311.0,10,19805,2017-07-15,30852,32575,245,AA,DCA,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,,-23.0
2921,4,1530,20.0,17.0,168.0,989.0,4,19805,2017-07-20,34614,30194,1178,AA,SLC,"Salt Lake City, UT",UT,DFW,"Dallas/Fort Worth, TX",TX,,1.0
2923,5,1450,6.0,4.0,85.0,546.0,3,19393,2017-07-07,31123,30194,3310,WN,STL,"St. Louis, MO",MO,DAL,"Dallas, TX",TX,,-14.0
2924,1,1915,13.0,20.0,95.0,425.0,2,19393,2017-07-31,33495,30397,1274,WN,MSY,"New Orleans, LA",LA,ATL,"Atlanta, GA",GA,,51.0
2925,6,1857,12.0,6.0,251.0,1846.0,8,19977,2017-07-15,30977,32457,2055,UA,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,,-19.0
2926,6,955,20.0,11.0,161.0,1024.0,5,20436,2017-07-15,30559,30325,226,F9,SEA,"Seattle, WA",WA,DEN,"Denver, CO",CO,,-11.0
2928,5,1835,10.0,5.0,90.0,569.0,3,19393,2017-07-21,32457,34057,2177,WN,SJC,"San Jose, CA",CA,PDX,"Portland, OR",OR,,301.0
2929,5,1750,17.0,9.0,88.0,337.0,2,19805,2017-07-07,34492,34100,1997,AA,RDU,"Raleigh/Durham, NC",NC,PHL,"Philadelphia, PA",PA,1827.0,167.0
2930,3,1800,22.0,9.0,197.0,1310.0,6,19790,2017-07-19,31650,31454,1844,DL,MSP,"Minneapolis, MN",MN,MCO,"Orlando, FL",FL,,-1.0
2931,7,1700,18.0,4.0,327.0,2556.0,11,19805,2017-07-09,32575,32134,297,AA,LAX,"Los Angeles, CA",CA,HNL,"Honolulu, HI",HI,,-15.0
2932,1,1325,18.0,10.0,295.0,2409.0,10,19690,2017-07-17,32134,32457,48,HA,HNL,"Honolulu, HI",HI,OAK,"Oakland, CA",CA,,-19.0
2933,1,700,6.0,3.0,43.0,222.0,1,20304,2017-07-24,35041,34614,4660,OO,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,SLC,"Salt Lake City, UT",UT,,-16.0
2934,1,757,8.0,4.0,214.0,1754.0,8,19977,2017-07-17,30325,30721,599,UA,DEN,"Denver, CO",CO,BOS,"Boston, MA",MA,,-25.0
2935,6,650,9.0,13.0,127.0,696.0,3,19393,2017-07-22,31453,30397,2336,WN,HOU,"Houston, TX",TX,ATL,"Atlanta, GA",GA,,8.0
2936,6,1909,16.0,5.0,89.0,481.0,2,19790,2017-07-29,30397,34524,1124,DL,ATL,"Atlanta, GA",GA,RIC,"Richmond, VA",VA,,-17.0
2937,3,830,15.0,14.0,176.0,1250.0,6,19790,2017-07-19,34614,30977,1272,DL,SLC,"Salt Lake City, UT",UT,ORD,"Chicago, IL",IL,,-16.0
2938,1,636,22.0,9.0,247.0,1829.0,8,19977,2017-07-03,32457,30977,138,UA,SJC,"San Jose, CA",CA,ORD,"Chicago, IL",IL,,-9.0
2939,1,1721,7.0,15.0,118.0,510.0,3,20304,2017-07-24,30255,30977,2932,OO,HSV,"Huntsville, AL",AL,ORD,"Chicago, IL",IL,,-10.0
2940,5,705,20.0,13.0,146.0,861.0,4,19805,2017-07-07,34100,31454,2096,AA,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,,-9.0
2942,6,1308,15.0,8.0,113.0,588.0,3,20304,2017-07-22,32896,30466,3032,OO,LBB,"Lubbock, TX",TX,PHX,"Phoenix, AZ",AZ,,1.0
2943,7,1930,20.0,3.0,99.0,551.0,3,20366,2017-07-16,30397,30476,5586,EV,ATL,"Atlanta, GA",GA,SHV,"Shreveport, LA",LA,,74.0
2945,5,805,22.0,21.0,100.0,284.0,2,20366,2017-07-07,33667,31703,4430,EV,ORF,"Norfolk, VA",VA,EWR,"Newark, NJ",NJ,,9.0
2946,4,710,14.0,32.0,193.0,1121.0,5,19805,2017-07-27,32467,30194,1002,AA,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,,2.0
2947,3,600,25.0,3.0,78.0,252.0,2,20304,2017-07-12,31977,31650,4921,OO,GRB,"Green Bay, WI",WI,MSP,"Minneapolis, MN",MN,,57.0
2948,7,840,17.0,5.0,56.0,155.0,1,20304,2017-07-23,31295,31066,4929,OO,DTW,"Detroit, MI",MI,CMH,"Columbus, OH",OH,,-15.0
2949,5,1315,18.0,17.0,161.0,944.0,4,19805,2017-07-14,31454,31703,278,AA,MCO,"Orlando, FL",FL,JFK,"New York, NY",NY,,68.0
2950,7,1925,14.0,13.0,113.0,581.0,3,19790,2017-07-09,32467,30397,964,DL,FLL,"Fort Lauderdale, FL",FL,ATL,"Atlanta, GA",GA,,-14.0
2951,3,1414,23.0,12.0,100.0,442.0,2,19790,2017-07-05,33360,30397,793,DL,MLB,"Melbourne, FL",FL,ATL,"Atlanta, GA",GA,,-13.0
2952,7,1830,34.0,4.0,73.0,173.0,1,20409,2017-07-30,31703,33541,1438,B6,JFK,"New York, NY",NY,MVY,"Martha's Vineyard, MA",MA,,-15.0
2953,4,1140,9.0,9.0,278.0,2139.0,9,19790,2017-07-06,32457,30397,2383,DL,SFO,"San Francisco, CA",CA,ATL,"Atlanta, GA",GA,,3.0
2954,3,1350,6.0,4.0,103.0,706.0,3,19393,2017-07-19,33214,33198,1595,WN,SAT,"San Antonio, TX",TX,MCI,"Kansas City, MO",MO,,-18.0
2956,4,2010,12.0,7.0,170.0,1235.0,5,20416,2017-07-20,32575,30194,868,NK,LAX,"Los Angeles, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-19.0
2958,7,1914,10.0,4.0,100.0,571.0,3,19930,2017-07-30,32523,30299,77,AS,JNU,"Juneau, AK",AK,ANC,"Anchorage, AK",AK,,-13.0
2959,2,600,13.0,8.0,94.0,425.0,2,20304,2017-07-18,30135,31295,3520,OO,ABE,"Allentown/Bethlehem/Easton, PA",PA,DTW,"Detroit, MI",MI,,-19.0
2960,1,1430,11.0,8.0,86.0,447.0,2,19790,2017-07-17,31066,30397,2401,DL,CMH,"Columbus, OH",OH,ATL,"Atlanta, GA",GA,,-8.0
2961,6,705,8.0,4.0,118.0,667.0,3,19393,2017-07-29,34492,31123,4677,WN,RDU,"Raleigh/Durham, NC",NC,STL,"St. Louis, MO",MO,,-6.0
2962,1,1220,10.0,4.0,65.0,347.0,2,19393,2017-07-17,30466,30615,504,WN,PHX,"Phoenix, AZ",AZ,ELP,"El Paso, TX",TX,,0.0
2963,5,1215,15.0,13.0,221.0,1391.0,6,19805,2017-07-28,30194,31703,1294,AA,DFW,"Dallas/Fort Worth, TX",TX,JFK,"New York, NY",NY,,-1.0
2964,5,1740,17.0,3.0,144.0,872.0,4,19790,2017-07-28,31650,32441,1495,DL,MSP,"Minneapolis, MN",MN,JAC,"Jackson, WY",WY,,28.0
2965,1,2058,,,,137.0,1,20304,2017-07-24,31986,30977,3135,OO,GRR,"Grand Rapids, MI",MI,ORD,"Chicago, IL",IL,,
2966,7,1630,13.0,19.0,179.0,1012.0,5,20416,2017-07-30,33195,30977,728,NK,TPA,"Tampa, FL",FL,ORD,"Chicago, IL",IL,,-14.0
2967,1,1605,10.0,8.0,159.0,1014.0,5,19393,2017-07-24,30693,30325,6200,WN,BNA,"Nashville, TN",TN,DEN,"Denver, CO",CO,,55.0
2968,1,600,9.0,9.0,333.0,2457.0,10,19977,2017-07-31,30852,32457,753,UA,BWI,"Baltimore, MD",MD,SFO,"San Francisco, CA",CA,,-21.0
2969,7,540,11.0,6.0,125.0,774.0,4,20366,2017-07-02,31977,30397,5523,EV,GRB,"Green Bay, WI",WI,ATL,"Atlanta, GA",GA,,-14.0
2971,6,1601,7.0,6.0,38.0,100.0,1,19690,2017-07-15,33830,32134,335,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,7.0
2972,4,2155,13.0,4.0,166.0,1121.0,5,20409,2017-07-27,30721,31454,1951,B6,BOS,"Boston, MA",MA,MCO,"Orlando, FL",FL,,55.0
2973,2,1820,16.0,13.0,96.0,462.0,2,20304,2017-07-04,31775,30977,5377,OO,FSD,"Sioux Falls, SD",SD,ORD,"Chicago, IL",IL,,-15.0
2974,7,851,13.0,5.0,244.0,1749.0,7,19790,2017-07-23,31295,32211,1622,DL,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,,-25.0
2975,2,2255,21.0,8.0,123.0,692.0,3,19790,2017-07-11,30397,33198,2363,DL,ATL,"Atlanta, GA",GA,MCI,"Kansas City, MO",MO,,38.0
2976,3,1659,,,,541.0,3,20409,2017-07-12,31703,31057,1119,B6,JFK,"New York, NY",NY,CLT,"Charlotte, NC",NC,,
2977,1,1220,20.0,8.0,117.0,583.0,3,19805,2017-07-31,30194,33316,1286,AA,DFW,"Dallas/Fort Worth, TX",TX,OMA,"Omaha, NE",NE,,15.0
2978,1,1615,29.0,3.0,115.0,587.0,3,20304,2017-07-24,32457,35041,5886,OO,SFO,"San Francisco, CA",CA,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,,46.0
2979,7,1102,13.0,4.0,74.0,266.0,2,20409,2017-07-23,30785,31703,1633,B6,BTV,"Burlington, VT",VT,JFK,"New York, NY",NY,,-7.0
2981,7,650,8.0,7.0,86.0,484.0,2,19393,2017-07-02,31123,30397,2444,WN,STL,"St. Louis, MO",MO,ATL,"Atlanta, GA",GA,,-7.0
2982,1,805,24.0,15.0,379.0,2611.0,11,20409,2017-07-10,30721,32575,287,B6,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,,-11.0
2983,2,830,50.0,4.0,95.0,240.0,1,20304,2017-07-11,30977,31267,2952,OO,ORD,"Chicago, IL",IL,DAY,"Dayton, OH",OH,,41.0
2984,2,910,24.0,15.0,90.0,200.0,1,20409,2017-07-25,30721,31703,2379,B6,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,,-2.0
2985,4,1932,31.0,3.0,286.0,1829.0,8,19977,2017-07-06,30977,32457,1883,UA,ORD,"Chicago, IL",IL,SJC,"San Jose, CA",CA,,12.0
2986,5,835,23.0,4.0,57.0,143.0,1,20366,2017-07-07,30397,30208,5541,EV,ATL,"Atlanta, GA",GA,AGS,"Augusta, GA",GA,,-2.0
2987,5,1035,16.0,8.0,89.0,430.0,2,20304,2017-07-21,31003,31295,4888,OO,CID,"Cedar Rapids/Iowa City, IA",IA,DTW,"Detroit, MI",MI,,211.0
2988,5,1745,13.0,5.0,155.0,948.0,4,20304,2017-07-07,32457,30325,5926,OO,SJC,"San Jose, CA",CA,DEN,"Denver, CO",CO,,-9.0
2989,1,734,18.0,5.0,108.0,594.0,3,19790,2017-07-17,30397,32467,1746,DL,ATL,"Atlanta, GA",GA,MIA,"Miami, FL",FL,,2.0
2990,6,936,18.0,5.0,98.0,503.0,3,20304,2017-07-08,30397,32951,3560,OO,ATL,"Atlanta, GA",GA,LFT,"Lafayette, LA",LA,,-10.0
2991,1,1550,17.0,6.0,,481.0,2,19790,2017-07-10,30397,34524,1307,DL,ATL,"Atlanta, GA",GA,RIC,"Richmond, VA",VA,,
2992,5,1230,13.0,17.0,188.0,1352.0,6,19977,2017-07-07,31648,30977,1166,UA,FCA,"Kalispell, MT",MT,ORD,"Chicago, IL",IL,,85.0
2993,6,55,13.0,4.0,202.0,1620.0,7,19977,2017-07-01,30325,31703,1479,UA,DEN,"Denver, CO",CO,LGA,"New York, NY",NY,,-13.0
2994,4,826,15.0,3.0,57.0,231.0,1,19790,2017-07-13,31295,32337,917,DL,DTW,"Detroit, MI",MI,IND,"Indianapolis, IN",IN,,-19.0
2995,1,1059,17.0,6.0,58.0,170.0,1,20304,2017-07-31,31308,30397,4475,OO,DHN,"Dothan, AL",AL,ATL,"Atlanta, GA",GA,,-8.0
2996,1,930,19.0,7.0,126.0,762.0,4,19790,2017-07-17,30397,31703,2277,DL,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-18.0
2997,6,1625,23.0,3.0,161.0,980.0,4,19790,2017-07-29,34100,31650,346,DL,PHL,"Philadelphia, PA",PA,MSP,"Minneapolis, MN",MN,,-36.0
2999,7,1205,8.0,7.0,137.0,1012.0,5,19393,2017-07-09,33316,30852,5110,WN,OMA,"Omaha, NE",NE,DCA,"Washington, DC",VA,,-13.0
3000,6,1020,31.0,7.0,61.0,74.0,1,20304,2017-07-29,32884,31295,4927,OO,LAN,"Lansing, MI",MI,DTW,"Detroit, MI",MI,,6.0
3001,6,1730,12.0,8.0,77.0,337.0,2,19393,2017-07-15,32457,32575,1088,WN,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,1.0
3002,5,1617,13.0,2.0,57.0,247.0,1,19805,2017-07-14,30194,33214,1524,AA,DFW,"Dallas/Fort Worth, TX",TX,SAT,"San Antonio, TX",TX,,-4.0
3003,2,2030,9.0,4.0,133.0,909.0,4,19393,2017-07-11,30325,33192,2115,WN,DEN,"Denver, CO",CO,SMF,"Sacramento, CA",CA,,-12.0
3004,7,1045,37.0,6.0,74.0,192.0,1,19977,2017-07-30,32457,34570,781,UA,SFO,"San Francisco, CA",CA,RNO,"Reno, NV",NV,,69.0
3005,6,1000,10.0,9.0,42.0,100.0,1,19690,2017-07-08,33830,32134,255,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,3.0
3006,6,1910,19.0,3.0,142.0,850.0,4,20304,2017-07-15,30325,32575,5527,OO,DEN,"Denver, CO",CO,BUR,"Burbank, CA",CA,,-14.0
3007,2,1135,17.0,7.0,271.0,1979.0,8,19790,2017-07-18,32575,31295,1343,DL,LAX,"Los Angeles, CA",CA,DTW,"Detroit, MI",MI,,-1.0
3008,7,1530,20.0,16.0,129.0,721.0,3,19790,2017-07-09,30194,30397,74,DL,DAL,"Dallas, TX",TX,ATL,"Atlanta, GA",GA,,-12.0
3009,3,1200,,,,612.0,3,20304,2017-07-12,30977,30852,5687,OO,ORD,"Chicago, IL",IL,DCA,"Washington, DC",VA,,
3012,1,1950,21.0,17.0,80.0,224.0,1,19805,2017-07-17,31453,30194,2256,AA,IAH,"Houston, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,6.0
3013,5,620,10.0,8.0,144.0,956.0,4,19930,2017-07-21,32575,30559,545,AS,ONT,"Ontario, CA",CA,SEA,"Seattle, WA",WA,,-26.0
3014,1,2100,6.0,10.0,105.0,696.0,3,19393,2017-07-17,32457,30559,5765,WN,SJC,"San Jose, CA",CA,SEA,"Seattle, WA",WA,,-8.0
3015,6,1117,28.0,7.0,294.0,2227.0,9,19977,2017-07-29,32211,31703,1537,UA,LAS,"Las Vegas, NV",NV,EWR,"Newark, NJ",NJ,,7.0
3016,1,1955,18.0,10.0,159.0,986.0,4,20416,2017-07-31,30194,31295,734,NK,DFW,"Dallas/Fort Worth, TX",TX,DTW,"Detroit, MI",MI,,8.0
3017,6,1015,10.0,4.0,55.0,237.0,1,19393,2017-07-01,33198,31123,4396,WN,MCI,"Kansas City, MO",MO,STL,"St. Louis, MO",MO,,-7.0
3018,6,1055,37.0,17.0,158.0,733.0,3,20304,2017-07-15,31703,30977,5540,OO,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,-18.0
3019,1,1039,17.0,8.0,98.0,533.0,3,20436,2017-07-10,30325,33198,822,F9,DEN,"Denver, CO",CO,MCI,"Kansas City, MO",MO,,2.0
3020,2,2159,16.0,6.0,79.0,399.0,2,20304,2017-07-18,30559,30713,3444,OO,SEA,"Seattle, WA",WA,BOI,"Boise, ID",ID,,-6.0
3021,4,815,18.0,11.0,161.0,837.0,4,19805,2017-07-20,33495,30977,2224,AA,MSY,"New Orleans, LA",LA,ORD,"Chicago, IL",IL,,9.0
3022,6,1045,14.0,5.0,241.0,1671.0,7,19805,2017-07-29,30977,34570,2409,AA,ORD,"Chicago, IL",IL,RNO,"Reno, NV",NV,,28.0
3023,7,1240,11.0,11.0,109.0,650.0,3,19393,2017-07-30,33198,30423,5214,WN,MCI,"Kansas City, MO",MO,AUS,"Austin, TX",TX,,-8.0
3025,1,1215,46.0,6.0,187.0,867.0,4,19930,2017-07-17,30559,32211,586,AS,SEA,"Seattle, WA",WA,LAS,"Las Vegas, NV",NV,,22.0
3026,7,600,16.0,10.0,83.0,382.0,2,20366,2017-07-09,30647,31703,4092,EV,CAK,"Akron, OH",OH,EWR,"Newark, NJ",NJ,,-19.0
3027,3,2010,11.0,17.0,77.0,224.0,1,20304,2017-07-19,35380,30977,5180,OO,TVC,"Traverse City, MI",MI,ORD,"Chicago, IL",IL,,-3.0
3028,4,2010,12.0,5.0,138.0,926.0,4,19805,2017-07-20,30194,31066,2452,AA,DFW,"Dallas/Fort Worth, TX",TX,CMH,"Columbus, OH",OH,,-6.0
3029,4,1210,15.0,5.0,78.0,370.0,2,20304,2017-07-13,30466,34674,3055,OO,PHX,"Phoenix, AZ",AZ,SAF,"Santa Fe, NM",NM,,-11.0
3030,7,700,11.0,6.0,53.0,160.0,1,20304,2017-07-09,33785,30466,2891,OO,YUM,"Yuma, AZ",AZ,PHX,"Phoenix, AZ",AZ,,-8.0
3031,2,647,11.0,8.0,149.0,937.0,4,20409,2017-07-25,31454,31703,2028,B6,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-9.0
3032,4,755,16.0,15.0,328.0,2343.0,10,20409,2017-07-27,32575,32467,700,B6,LAX,"Los Angeles, CA",CA,FLL,"Fort Lauderdale, FL",FL,,-2.0
3033,7,2045,15.0,10.0,119.0,641.0,3,19805,2017-07-02,30194,30325,446,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,"Denver, CO",CO,,0.0
3034,6,1355,5.0,24.0,90.0,423.0,2,19393,2017-07-01,33316,30977,3700,WN,OMA,"Omaha, NE",NE,MDW,"Chicago, IL",IL,,4.0
3036,5,600,14.0,7.0,117.0,675.0,3,19393,2017-07-14,34100,30693,401,WN,PHL,"Philadelphia, PA",PA,BNA,"Nashville, TN",TN,,-4.0
3037,2,1703,12.0,26.0,144.0,760.0,4,19790,2017-07-11,30397,31703,468,DL,ATL,"Atlanta, GA",GA,JFK,"New York, NY",NY,,36.0
3039,1,1816,,,,453.0,2,19805,2017-07-17,31295,34100,1792,AA,DTW,"Detroit, MI",MI,PHL,"Philadelphia, PA",PA,,
3040,6,709,11.0,6.0,264.0,1754.0,8,20409,2017-07-01,30721,30325,493,B6,BOS,"Boston, MA",MA,DEN,"Denver, CO",CO,,-17.0
3041,2,1545,29.0,4.0,79.0,254.0,2,20366,2017-07-25,31703,34576,5569,EV,LGA,"New York, NY",NY,ROC,"Rochester, NY",NY,,68.0
3042,2,1715,7.0,11.0,58.0,201.0,1,20366,2017-07-04,31140,31453,3762,EV,CRP,"Corpus Christi, TX",TX,IAH,"Houston, TX",TX,,-17.0
3043,7,1405,9.0,26.0,118.0,589.0,3,20436,2017-07-09,31423,30325,157,F9,DSM,"Des Moines, IA",IA,DEN,"Denver, CO",CO,,-10.0
3044,2,1910,15.0,7.0,185.0,1246.0,5,19393,2017-07-25,30852,31453,1604,WN,BWI,"Baltimore, MD",MD,HOU,"Houston, TX",TX,,2.0
3045,2,1526,43.0,3.0,89.0,241.0,1,20304,2017-07-11,30397,30894,3526,OO,ATL,"Atlanta, GA",GA,GTR,"Columbus, MS",MS,,13.0
3046,1,750,15.0,18.0,190.0,1246.0,5,21171,2017-07-10,30194,32575,871,VX,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,7.0
3047,5,1015,20.0,11.0,138.0,888.0,4,19977,2017-07-28,30325,30977,336,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,-9.0
3048,2,835,9.0,3.0,55.0,189.0,1,19393,2017-07-04,30194,30423,1383,WN,DAL,"Dallas, TX",TX,AUS,"Austin, TX",TX,,-2.0
3049,6,1521,21.0,15.0,102.0,448.0,2,20366,2017-07-08,30397,30781,5407,EV,ATL,"Atlanta, GA",GA,BTR,"Baton Rouge, LA",LA,,0.0
3050,6,1855,17.0,6.0,171.0,1050.0,5,19930,2017-07-01,33570,30559,317,AS,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,,-5.0
3051,7,1455,12.0,7.0,156.0,1037.0,5,19805,2017-07-23,33316,30466,838,AA,OMA,"Omaha, NE",NE,PHX,"Phoenix, AZ",AZ,,-12.0
3052,4,955,48.0,8.0,199.0,954.0,4,20304,2017-07-20,32575,30559,5608,OO,LAX,"Los Angeles, CA",CA,SEA,"Seattle, WA",WA,,39.0
3053,4,1350,35.0,3.0,126.0,632.0,3,20304,2017-07-13,30977,30434,5769,OO,ORD,"Chicago, IL",IL,AVP,"Scranton/Wilkes-Barre, PA",PA,,1.0
3054,4,600,13.0,6.0,125.0,763.0,4,19930,2017-07-13,32211,34057,629,AS,LAS,"Las Vegas, NV",NV,PDX,"Portland, OR",OR,,3.0
3055,3,2035,116.0,7.0,195.0,447.0,2,19805,2017-07-05,30194,33495,2469,AA,DFW,"Dallas/Fort Worth, TX",TX,MSY,"New Orleans, LA",LA,,131.0
3056,3,1230,45.0,5.0,148.0,577.0,3,19790,2017-07-05,30852,30397,1152,DL,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,,30.0
3057,3,1559,18.0,9.0,61.0,214.0,1,19790,2017-07-26,30693,30397,2599,DL,BNA,"Nashville, TN",TN,ATL,"Atlanta, GA",GA,,-20.0
3058,7,1120,14.0,11.0,103.0,534.0,3,19393,2017-07-16,30852,30397,2564,WN,IAD,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,2.0
3059,5,800,15.0,4.0,110.0,683.0,3,19805,2017-07-14,31057,30721,1903,AA,CLT,"Charlotte, NC",NC,PVD,"Providence, RI",RI,,-14.0
3060,5,1705,81.0,6.0,172.0,680.0,3,19393,2017-07-28,30325,31650,3541,WN,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,118.0
3061,3,1800,6.0,28.0,195.0,1246.0,5,19393,2017-07-05,32575,30194,3631,WN,LAX,"Los Angeles, CA",CA,DAL,"Dallas, TX",TX,,45.0
3062,1,2046,24.0,2.0,98.0,507.0,3,19790,2017-07-31,34614,30466,2468,DL,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,,-5.0
3063,3,2225,20.0,10.0,307.0,2244.0,9,19805,2017-07-26,33192,31057,476,AA,SMF,"Sacramento, CA",CA,CLT,"Charlotte, NC",NC,,27.0
3064,4,900,11.0,22.0,190.0,1237.0,5,19393,2017-07-20,33195,34819,2021,WN,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,,9.0
3066,1,2200,13.0,4.0,58.0,272.0,2,20304,2017-07-17,34614,34794,7397,OO,SLC,"Salt Lake City, UT",UT,SGU,"St. George, UT",UT,,-14.0
3067,6,1207,9.0,10.0,139.0,837.0,4,19977,2017-07-29,33495,30977,430,UA,MSY,"New Orleans, LA",LA,ORD,"Chicago, IL",IL,,-19.0
3068,2,1430,18.0,7.0,231.0,1721.0,7,19805,2017-07-18,30559,30977,2573,AA,SEA,"Seattle, WA",WA,ORD,"Chicago, IL",IL,,-3.0
3069,6,1950,17.0,5.0,99.0,496.0,2,20409,2017-07-29,30721,30198,1985,B6,BOS,"Boston, MA",MA,PIT,"Pittsburgh, PA",PA,,48.0
3070,2,600,7.0,5.0,64.0,326.0,2,19977,2017-07-04,30529,30852,271,UA,BDL,"Hartford, CT",CT,IAD,"Washington, DC",VA,,-17.0
3071,4,1530,23.0,9.0,247.0,1855.0,8,19393,2017-07-13,32457,30977,264,WN,SFO,"San Francisco, CA",CA,MDW,"Chicago, IL",IL,,75.0
3072,5,1605,18.0,8.0,143.0,852.0,4,20304,2017-07-14,30194,31650,4853,OO,DFW,"Dallas/Fort Worth, TX",TX,MSP,"Minneapolis, MN",MN,,0.0
3073,4,720,9.0,7.0,61.0,221.0,1,19393,2017-07-13,31721,30977,1895,WN,FNT,"Flint, MI",MI,MDW,"Chicago, IL",IL,,-9.0
3075,3,810,28.0,17.0,370.0,2586.0,11,19790,2017-07-05,31703,32457,459,DL,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,,-26.0
3077,5,625,11.0,4.0,140.0,966.0,4,19977,2017-07-21,32467,31453,1638,UA,FLL,"Fort Lauderdale, FL",FL,IAH,"Houston, TX",TX,,-25.0
3078,2,1935,28.0,3.0,185.0,1282.0,6,19790,2017-07-25,30397,30615,2293,DL,ATL,"Atlanta, GA",GA,ELP,"El Paso, TX",TX,,61.0
3079,3,525,11.0,4.0,208.0,1587.0,7,19393,2017-07-12,30693,32211,1888,WN,BNA,"Nashville, TN",TN,LAS,"Las Vegas, NV",NV,,-22.0
3080,3,1106,17.0,4.0,159.0,925.0,4,19977,2017-07-05,30977,31453,1875,UA,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,,-7.0
3081,2,730,12.0,24.0,222.0,1546.0,7,20436,2017-07-18,30325,31454,676,F9,DEN,"Denver, CO",CO,MCO,"Orlando, FL",FL,,-2.0
3082,4,1630,10.0,7.0,137.0,928.0,4,19393,2017-07-13,33195,30423,5574,WN,TPA,"Tampa, FL",FL,AUS,"Austin, TX",TX,,12.0
